Customer_ID,Acquisition_Channel,Segment,CAC,Monthly_Revenue,Churn_Month
CUST_00146,Paid Social,Enterprise,814.57,645.66,3
CUST_00147,Email,Enterprise,267.35,691.1,21
CUST_00148,Organic SEO,SMB,266.11,235.41,24
CUST_00149,Paid Social,Enterprise,645.4,401.75,3
CUST_00150,Paid Social,SMB,586.65,235.47,4
CUST_00151,Referral,Enterprise,164.62,972.87,26
CUST_00152,Paid Social,SMB,692.95,396.3,4
CUST_00153,Paid Social,SMB,402.2,287.72,3
CUST_00154,Organic SEO,SMB,111.28,469.93,17
CUST_00155,Referral,Enterprise,117.21,702.33,22
CUST_00156,Paid Social,SMB,701.54,334.07,5
CUST_00157,Email,SMB,202.4,305.04,15
CUST_00158,Email,SMB,50.0,272.5,19
CUST_00159,Paid Social,Enterprise,1180.51,421.28,5
CUST_00160,Email,Enterprise,250.11,673.06,6
CUST_00161,Organic SEO,SMB,166.84,443.76,13
CUST_00162,Email,SMB,100.56,205.23,5
CUST_00163,Email,SMB,158.22,314.64,22
CUST_00164,Organic SEO,SMB,203.44,321.04,17
CUST_00165,Paid Social,Enterprise,1000.91,583.02,5
CUST_00166,Referral,SMB,126.7,381.43,16
CUST_00167,Organic SEO,SMB,148.11,382.57,11
CUST_00168,Paid Social,SMB,255.39,272.76,4
CUST_00169,Paid Social,SMB,466.15,200.13,7
CUST_00170,Email,SMB,168.78,197.45,13
CUST_00171,Email,SMB,150.25,372.18,15
CUST_00172,Paid Social,SMB,291.23,171.07,4
CUST_00173,Organic SEO,SMB,168.62,547.41,14
CUST_00174,Paid Social,SMB,311.31,222.73,6
CUST_00175,Email,SMB,50.0,453.1,15
CUST_00176,Paid Social,SMB,363.82,88.48,6
CUST_00177,Email,Enterprise,195.3,688.22,12
CUST_00178,Organic SEO,SMB,132.85,306.48,17
CUST_00179,Referral,SMB,64.57,220.56,38
CUST_00180,Paid Social,Enterprise,653.59,512.33,2
CUST_00181,Organic SEO,Enterprise,155.68,778.76,18
CUST_00182,Paid Social,SMB,723.07,268.46,4
CUST_00183,Referral,SMB,54.76,614.87,27
CUST_00184,Referral,SMB,50.0,424.94,22
CUST_00185,Paid Social,SMB,433.78,301.97,6
CUST_00186,Email,SMB,103.43,288.32,21
CUST_00187,Referral,Enterprise,192.15,905.41,12
CUST_00188,Organic SEO,Enterprise,296.14,844.79,4
CUST_00189,Organic SEO,SMB,167.11,314.16,16
CUST_00190,Paid Social,SMB,332.67,219.16,7
CUST_00191,Paid Social,SMB,415.65,319.4,3
CUST_00192,Referral,SMB,114.56,420.22,24
CUST_00193,Referral,SMB,88.25,503.41,6
CUST_00194,Email,Enterprise,139.11,711.62,7
CUST_00195,Organic SEO,SMB,120.17,354.02,13
CUST_00196,Organic SEO,Enterprise,234.01,797.87,23
CUST_00197,Email,Enterprise,159.87,617.37,13
CUST_00198,Referral,Enterprise,74.75,914.42,27
CUST_00199,Referral,SMB,123.58,306.8,14
CUST_00200,Email,SMB,112.97,393.78,16
CUST_00201,Email,SMB,125.02,423.47,13
CUST_00202,Paid Social,SMB,456.41,379.61,4
CUST_00203,Paid Social,SMB,267.88,172.26,3
CUST_00204,Referral,SMB,100.5,303.53,23
CUST_00205,Email,SMB,78.88,113.28,17
CUST_00206,Paid Social,SMB,522.72,279.1,3
CUST_00207,Paid Social,Enterprise,758.68,532.13,7
CUST_00208,Email,SMB,112.5,355.34,14
CUST_00209,Paid Social,SMB,218.15,319.57,6
CUST_00210,Paid Social,SMB,623.94,216.12,5
CUST_00211,Organic SEO,Enterprise,329.13,946.22,22
CUST_00212,Email,SMB,114.87,190.72,16
CUST_00213,Email,SMB,123.55,382.36,21
CUST_00214,Paid Social,SMB,478.87,421.59,2
CUST_00215,Email,Enterprise,221.87,596.14,8
CUST_00216,Paid Social,Enterprise,862.68,364.85,4
CUST_00217,Organic SEO,SMB,154.09,483.04,10
CUST_00218,Email,SMB,152.88,324.32,20
CUST_00219,Email,SMB,92.57,188.44,11
CUST_00220,Referral,SMB,50.0,482.12,30
CUST_00221,Email,Enterprise,177.58,731.77,9
CUST_00222,Organic SEO,Enterprise,286.32,841.54,10
CUST_00223,Paid Social,Enterprise,862.3,560.43,1
CUST_00224,Organic SEO,SMB,232.13,398.9,21
CUST_00225,Paid Social,SMB,421.71,77.45,5
CUST_00226,Paid Social,SMB,481.13,235.39,6
CUST_00227,Referral,Enterprise,186.17,1145.76,22
CUST_00228,Organic SEO,Enterprise,234.03,747.27,20
CUST_00229,Referral,SMB,123.55,229.29,22
CUST_00230,Email,SMB,184.43,292.18,19
CUST_00231,Email,SMB,134.19,405.81,12
CUST_00232,Organic SEO,SMB,103.68,362.23,10
CUST_00233,Organic SEO,Enterprise,259.32,795.82,26
CUST_00234,Organic SEO,SMB,176.16,428.78,23
CUST_00235,Paid Social,Enterprise,725.36,481.14,8
CUST_00236,Email,SMB,108.44,421.06,19
CUST_00237,Paid Social,Enterprise,632.94,523.94,5
CUST_00238,Paid Social,SMB,555.39,164.63,3
CUST_00239,Email,Enterprise,181.58,662.71,20
CUST_00240,Paid Social,SMB,823.12,358.19,6
CUST_00241,Referral,SMB,52.85,366.84,23
CUST_00242,Referral,SMB,65.86,495.04,26
CUST_00243,Referral,SMB,106.77,553.27,16
CUST_00244,Organic SEO,SMB,207.97,283.48,13
CUST_00245,Paid Social,SMB,591.78,341.93,5
CUST_00246,Referral,Enterprise,160.23,936.32,22
CUST_00247,Organic SEO,SMB,84.44,223.31,17
CUST_00248,Referral,Enterprise,162.29,897.47,26
CUST_00249,Referral,Enterprise,151.96,969.19,21
CUST_00250,Referral,SMB,151.82,430.49,36
CUST_00251,Paid Social,Enterprise,962.36,476.77,3
CUST_00252,Organic SEO,SMB,65.43,250.94,13
CUST_00253,Referral,SMB,101.82,351.6,23
CUST_00254,Organic SEO,SMB,228.92,350.34,28
CUST_00255,Paid Social,Enterprise,687.35,482.45,4
CUST_00256,Organic SEO,SMB,208.19,113.62,10
CUST_00257,Referral,SMB,84.24,621.68,23
CUST_00258,Email,SMB,51.18,201.27,22
CUST_00259,Organic SEO,Enterprise,238.23,664.27,25
CUST_00260,Paid Social,SMB,678.0,347.17,3
CUST_00261,Email,Enterprise,134.37,684.65,17
CUST_00262,Referral,Enterprise,172.26,1088.16,11
CUST_00263,Paid Social,Enterprise,1053.75,397.3,6
CUST_00264,Organic SEO,Enterprise,247.0,678.46,14
CUST_00265,Referral,Enterprise,108.9,901.26,17
CUST_00266,Email,SMB,147.38,375.81,22
CUST_00267,Email,SMB,128.48,364.46,21
CUST_00268,Email,SMB,83.76,173.62,16
CUST_00269,Organic SEO,SMB,66.64,629.93,25
CUST_00270,Paid Social,SMB,885.52,238.12,5
CUST_00271,Referral,SMB,71.92,534.78,14
CUST_00272,Referral,SMB,50.0,317.21,13
CUST_00273,Referral,Enterprise,211.23,1132.04,13
CUST_00274,Referral,SMB,133.21,543.68,12
CUST_00275,Organic SEO,Enterprise,252.08,704.18,21
CUST_00276,Organic SEO,SMB,78.27,349.12,14
CUST_00277,Email,SMB,133.3,294.4,13
CUST_00278,Email,Enterprise,193.4,865.42,14
CUST_00279,Email,SMB,65.15,370.43,15
CUST_00280,Email,SMB,50.0,526.99,14
CUST_00281,Referral,SMB,74.77,440.78,32
CUST_00282,Organic SEO,SMB,51.22,390.36,28
CUST_00283,Organic SEO,Enterprise,283.22,632.11,14
CUST_00284,Paid Social,Enterprise,936.24,615.77,4
CUST_00285,Organic SEO,SMB,201.6,202.11,10
CUST_00286,Paid Social,SMB,409.1,361.92,5
CUST_00287,Organic SEO,SMB,169.39,390.59,23
CUST_00288,Organic SEO,SMB,115.39,435.71,13
CUST_00289,Paid Social,SMB,852.99,160.46,3
CUST_00290,Email,SMB,136.74,322.58,17
CUST_00291,Paid Social,SMB,536.92,134.36,7
CUST_00292,Paid Social,SMB,656.84,354.81,4
CUST_00293,Referral,SMB,102.58,445.66,28
CUST_00294,Organic SEO,Enterprise,345.11,789.24,10
CUST_00295,Paid Social,SMB,816.34,282.54,4
CUST_00296,Organic SEO,Enterprise,299.89,601.78,23
CUST_00297,Email,Enterprise,136.8,651.02,16
CUST_00298,Paid Social,SMB,682.99,242.09,5
CUST_00299,Email,SMB,110.73,311.94,16
CUST_00300,Paid Social,Enterprise,864.97,344.21,3
CUST_00301,Paid Social,Enterprise,943.06,473.58,4
CUST_00302,Organic SEO,Enterprise,256.1,673.0,15
CUST_00303,Organic SEO,SMB,133.59,360.57,19
CUST_00304,Email,Enterprise,194.88,574.18,10
CUST_00305,Email,SMB,228.88,207.67,13
CUST_00306,Referral,Enterprise,177.6,942.91,25
CUST_00307,Organic SEO,Enterprise,248.94,794.24,18
CUST_00308,Organic SEO,SMB,133.27,387.0,23
CUST_00309,Email,Enterprise,202.0,670.52,20
CUST_00310,Paid Social,SMB,669.04,375.05,2
CUST_00311,Organic SEO,Enterprise,329.81,834.17,13
CUST_00312,Paid Social,SMB,541.29,327.1,3
CUST_00313,Paid Social,Enterprise,978.66,574.42,3
CUST_00314,Referral,SMB,83.02,459.13,17
CUST_00315,Referral,Enterprise,128.73,878.44,26
CUST_00316,Email,SMB,140.97,233.17,18
CUST_00317,Organic SEO,SMB,101.84,182.88,16
CUST_00318,Paid Social,SMB,698.13,291.54,4
CUST_00319,Paid Social,Enterprise,823.99,460.92,5
CUST_00320,Paid Social,SMB,303.68,201.17,4
CUST_00321,Organic SEO,SMB,70.94,267.77,20
CUST_00322,Email,SMB,112.43,285.67,12
CUST_00323,Email,Enterprise,273.96,592.39,17
CUST_00324,Paid Social,SMB,408.18,235.77,5
CUST_00325,Referral,SMB,50.0,419.14,29
CUST_00326,Email,SMB,191.27,302.65,16
CUST_00327,Organic SEO,SMB,284.68,484.84,14
CUST_00328,Email,SMB,84.15,405.87,11
CUST_00329,Organic SEO,SMB,217.26,396.77,20
CUST_00330,Paid Social,Enterprise,852.79,439.32,7
CUST_00331,Organic SEO,Enterprise,260.7,722.8,17
CUST_00332,Email,SMB,120.69,217.07,13
CUST_00333,Paid Social,SMB,384.75,308.58,3
CUST_00334,Paid Social,Enterprise,582.96,318.96,2
CUST_00335,Paid Social,SMB,741.08,233.96,5
CUST_00336,Paid Social,Enterprise,995.57,501.06,4
CUST_00337,Referral,SMB,124.56,438.98,30
CUST_00338,Email,SMB,139.94,256.31,14
CUST_00339,Organic SEO,SMB,108.35,493.93,15
CUST_00340,Paid Social,Enterprise,755.27,524.78,4
CUST_00341,Organic SEO,SMB,169.67,567.88,22
CUST_00342,Organic SEO,SMB,153.62,205.07,15
CUST_00343,Paid Social,SMB,623.99,127.11,8
CUST_00344,Organic SEO,Enterprise,276.36,773.37,14
CUST_00345,Organic SEO,Enterprise,305.3,640.62,28
CUST_00346,Email,SMB,171.28,408.51,10
CUST_00347,Email,SMB,121.24,429.86,18
CUST_00348,Paid Social,Enterprise,718.62,437.49,4
CUST_00349,Organic SEO,SMB,115.79,528.17,8
CUST_00350,Email,SMB,141.52,192.23,12
CUST_00351,Organic SEO,SMB,50.0,299.6,25
CUST_00352,Referral,Enterprise,168.77,740.21,28
CUST_00353,Email,SMB,167.41,324.88,24
CUST_00354,Paid Social,Enterprise,1046.88,557.44,3
CUST_00355,Paid Social,SMB,608.93,252.01,5
CUST_00356,Email,SMB,81.19,327.17,12
CUST_00357,Paid Social,Enterprise,512.52,585.85,2
CUST_00358,Email,SMB,116.82,346.64,17
CUST_00359,Referral,SMB,78.09,455.26,24
CUST_00360,Organic SEO,SMB,196.1,550.68,19
CUST_00361,Organic SEO,Enterprise,279.34,668.26,20
CUST_00362,Email,Enterprise,233.03,653.73,18
CUST_00363,Organic SEO,Enterprise,257.95,841.81,22
CUST_00364,Organic SEO,Enterprise,329.42,780.96,12
CUST_00365,Referral,SMB,66.58,497.37,36
CUST_00366,Organic SEO,SMB,131.56,410.14,15
CUST_00367,Referral,Enterprise,125.41,808.08,9
CUST_00368,Referral,SMB,135.37,130.08,20
CUST_00369,Paid Social,SMB,283.94,152.91,7
CUST_00370,Paid Social,SMB,532.19,145.61,4
CUST_00371,Paid Social,SMB,358.21,228.58,5
CUST_00372,Paid Social,Enterprise,1240.2,323.53,4
CUST_00373,Paid Social,SMB,439.2,317.69,5
CUST_00374,Email,SMB,138.57,347.78,12
CUST_00375,Paid Social,Enterprise,1117.03,567.87,6
CUST_00376,Organic SEO,SMB,227.84,405.94,25
CUST_00377,Referral,SMB,101.22,391.52,21
CUST_00378,Paid Social,SMB,491.71,185.75,7
CUST_00379,Referral,Enterprise,169.87,908.32,24
CUST_00380,Paid Social,Enterprise,1435.37,394.14,3
CUST_00381,Paid Social,Enterprise,650.5,475.07,5
CUST_00382,Email,Enterprise,182.06,620.73,16
CUST_00383,Email,SMB,89.41,344.47,20
CUST_00384,Referral,Enterprise,183.2,1010.53,28
CUST_00385,Email,Enterprise,215.73,656.93,12
CUST_00386,Referral,SMB,74.31,351.92,26
CUST_00387,Paid Social,SMB,558.42,295.21,3
CUST_00388,Paid Social,Enterprise,1156.71,457.57,3
CUST_00389,Email,Enterprise,183.24,907.96,14
CUST_00390,Referral,Enterprise,148.12,871.03,21
CUST_00391,Referral,Enterprise,132.15,914.62,28
CUST_00392,Organic SEO,SMB,170.86,237.77,16
CUST_00393,Organic SEO,SMB,118.91,365.82,24
CUST_00394,Email,SMB,105.3,306.63,23
CUST_00395,Organic SEO,SMB,204.57,423.15,27
CUST_00396,Referral,Enterprise,176.64,637.75,26
CUST_00397,Referral,SMB,50.0,478.76,11
CUST_00398,Organic SEO,SMB,123.99,319.98,14
CUST_00399,Email,SMB,96.3,413.09,13
CUST_00400,Email,SMB,136.53,223.26,15
CUST_00401,Paid Social,SMB,554.29,142.81,3
CUST_00402,Referral,SMB,105.22,566.0,21
CUST_00403,Organic SEO,SMB,124.56,377.12,18
CUST_00404,Referral,SMB,96.5,91.33,15
CUST_00405,Organic SEO,Enterprise,224.79,784.6,18
CUST_00406,Referral,SMB,110.27,453.49,14
CUST_00407,Organic SEO,SMB,238.82,499.91,11
CUST_00408,Paid Social,SMB,555.89,178.91,5
CUST_00409,Referral,SMB,124.87,696.91,26
CUST_00410,Paid Social,SMB,549.09,201.92,5
CUST_00411,Organic SEO,Enterprise,357.09,763.08,13
CUST_00412,Referral,Enterprise,102.81,962.7,23
CUST_00413,Referral,SMB,65.39,553.38,19
CUST_00414,Organic SEO,SMB,143.92,358.17,16
CUST_00415,Email,Enterprise,213.61,781.39,11
CUST_00416,Organic SEO,Enterprise,304.81,786.94,18
CUST_00417,Paid Social,Enterprise,1055.93,500.44,5
CUST_00418,Organic SEO,SMB,194.95,304.52,19
CUST_00419,Email,SMB,100.71,302.4,14
CUST_00420,Email,SMB,133.2,322.76,17
CUST_00421,Email,SMB,111.21,162.61,16
CUST_00422,Email,SMB,114.86,338.05,13
CUST_00423,Paid Social,SMB,280.82,288.71,4
CUST_00424,Organic SEO,SMB,162.27,329.04,17
CUST_00425,Paid Social,Enterprise,818.13,408.87,5
CUST_00426,Organic SEO,Enterprise,239.31,786.03,20
CUST_00427,Organic SEO,SMB,116.79,227.57,30
CUST_00428,Referral,Enterprise,141.03,977.04,33
CUST_00429,Organic SEO,SMB,199.39,326.95,17
CUST_00430,Paid Social,Enterprise,749.13,575.35,5
CUST_00431,Paid Social,SMB,403.4,138.7,3
CUST_00432,Email,SMB,156.39,326.44,16
CUST_00433,Email,SMB,74.97,175.97,19
CUST_00434,Paid Social,SMB,503.57,314.15,4
CUST_00435,Paid Social,Enterprise,856.37,560.2,6
CUST_00436,Email,SMB,147.89,286.96,18
CUST_00437,Paid Social,SMB,695.64,223.07,4
CUST_00438,Referral,SMB,135.0,334.92,25
CUST_00439,Email,SMB,109.37,140.05,20
CUST_00440,Paid Social,SMB,50.0,53.93,5
CUST_00441,Paid Social,Enterprise,993.87,438.62,5
CUST_00442,Referral,Enterprise,70.9,987.91,23
CUST_00443,Organic SEO,Enterprise,272.76,770.29,20
CUST_00444,Organic SEO,Enterprise,273.77,561.85,28
CUST_00445,Referral,SMB,130.03,252.96,19
CUST_00446,Referral,Enterprise,151.24,1036.25,9
CUST_00447,Referral,SMB,70.53,191.12,20
CUST_00448,Email,Enterprise,181.74,679.57,13
CUST_00449,Organic SEO,SMB,106.94,428.16,20
CUST_00450,Paid Social,Enterprise,998.25,480.08,4
CUST_00451,Email,Enterprise,197.65,719.61,7
CUST_00452,Organic SEO,Enterprise,299.15,802.01,18
CUST_00453,Organic SEO,Enterprise,266.54,485.73,15
CUST_00454,Referral,Enterprise,222.13,897.68,20
CUST_00455,Paid Social,Enterprise,902.04,527.93,5
CUST_00456,Organic SEO,SMB,138.27,406.74,26
CUST_00457,Paid Social,SMB,677.13,443.13,4
CUST_00458,Organic SEO,SMB,252.57,273.03,19
CUST_00459,Paid Social,SMB,627.85,186.53,5
CUST_00460,Paid Social,SMB,659.88,168.58,7
CUST_00461,Paid Social,SMB,246.77,407.07,6
CUST_00462,Email,SMB,107.96,276.75,13
CUST_00463,Email,Enterprise,196.89,667.39,21
CUST_00464,Email,Enterprise,291.59,690.94,12
CUST_00465,Referral,SMB,68.9,396.2,15
CUST_00466,Organic SEO,SMB,81.26,590.68,19
CUST_00467,Paid Social,SMB,346.04,305.99,3
CUST_00468,Referral,SMB,50.0,315.6,31
CUST_00469,Paid Social,Enterprise,853.48,276.25,6
CUST_00470,Referral,SMB,77.28,179.58,20
CUST_00471,Paid Social,SMB,589.78,268.86,7
CUST_00472,Referral,Enterprise,129.65,902.07,17
CUST_00473,Paid Social,Enterprise,621.41,575.7,5
CUST_00474,Referral,SMB,97.93,475.48,17
CUST_00475,Organic SEO,Enterprise,215.16,772.14,23
CUST_00476,Referral,SMB,144.28,523.41,22
CUST_00477,Paid Social,SMB,544.56,233.54,3
CUST_00478,Organic SEO,SMB,153.48,213.17,17
CUST_00479,Referral,SMB,145.26,526.97,16
CUST_00480,Organic SEO,SMB,147.65,268.22,17
CUST_00481,Email,SMB,158.85,377.04,25
CUST_00482,Email,Enterprise,256.66,691.38,18
CUST_00483,Organic SEO,Enterprise,263.35,643.97,24
CUST_00484,Email,SMB,157.4,292.1,17
CUST_00485,Email,SMB,167.84,395.4,10
CUST_00486,Referral,Enterprise,168.03,874.21,28
CUST_00487,Paid Social,SMB,681.59,351.17,3
CUST_00488,Paid Social,Enterprise,757.86,596.27,4
CUST_00489,Referral,SMB,50.0,489.24,18
CUST_00490,Referral,SMB,150.64,458.5,22
CUST_00491,Organic SEO,SMB,129.85,534.99,19
CUST_00492,Email,SMB,93.62,239.56,15
CUST_00493,Paid Social,SMB,320.02,325.1,2
CUST_00494,Paid Social,SMB,470.89,287.41,5
CUST_00495,Organic SEO,SMB,108.96,432.63,13
CUST_00496,Organic SEO,SMB,150.66,431.7,20
CUST_00497,Email,SMB,81.62,428.76,16
CUST_00498,Paid Social,SMB,629.74,370.12,6
CUST_00499,Referral,SMB,127.2,445.05,26
CUST_00500,Referral,SMB,95.48,262.79,23
CUST_00501,Email,SMB,123.54,370.45,15
CUST_00502,Organic SEO,SMB,106.31,432.22,11
CUST_00503,Organic SEO,Enterprise,363.03,742.54,19
CUST_00504,Referral,SMB,107.55,496.79,13
CUST_00505,Email,Enterprise,240.08,700.8,13
CUST_00506,Paid Social,SMB,361.06,202.44,3
CUST_00507,Referral,SMB,148.28,613.2,24
CUST_00508,Referral,SMB,80.18,394.38,26
CUST_00509,Referral,Enterprise,221.02,821.85,15
CUST_00510,Email,SMB,181.64,145.22,11
CUST_00511,Email,SMB,100.89,166.76,20
CUST_00512,Organic SEO,SMB,203.41,296.77,24
CUST_00513,Referral,SMB,138.73,405.29,19
CUST_00514,Referral,SMB,167.09,513.75,23
CUST_00515,Paid Social,SMB,741.44,259.67,4
CUST_00516,Paid Social,SMB,510.43,325.98,2
CUST_00517,Organic SEO,SMB,134.72,512.14,15
